chrom chromStart chromEnd signalValue
chr7 35610644 35610797 7.02722
chr7 35612838 35612996 7.14509
chr7 35726310 35726554 21.3711
chr7 36063086 36063195 7.89112
chr7 36092973 36093091 7.74483
chr7 36093397 36093503 8.11446
chr7 36140139 36140248 7.89112
chr7 36142929 36143114 7.55522
chr7 36177091 36177306 6.75104
chr7 36177992 36178105 7.61179
chr7 36319551 36319673 7.93155
chr7 36320450 36320558 8.95971
chr7 36337029 36337362 5.16596
chr7 36409764 36409918 7.33067
chr7 36411969 36412111 7.57159
chr7 36632272 36632422 6.80938
chr7 36641529 36641666 7.06313
chr7 36727437 36727546 8.38432
chr7 36812394 36812549 6.93655
chr7 36812587 36812796 6.43042
chr7 36812897 36813039 6.81443
chr7 37408197 37408328 6.97626
chr7 37408226 37408428 5.58873
chr7 37887800 37968608 1.74497
chr7 38019357 38032637 1.66375
chr7 38038102 38040595 2.73859
chr7 38040042 38040310 5.01476
chr7 38043087 38044098 2.65867
chr7 38043587 38044110 3.4948
chr7 38044909 38047416 2.72329
chr7 38055673 38061657 1.54519
chr7 38071008 38077348 1.63649
chr7 38089017 38120239 1.65638
chr7 38287909 38288019 8.3081
chr7 38324791 38325808 2.64298
chr7 38459918 38460036 8.20041
chr7 38460557 38460718 6.34414
chr7 38460573 38460865 5.89132
chr7 38460949 38461173 5.27983
chr7 39285337 39285493 6.54748
chr7 39299570 39299773 5.5612
chr7 39309667 39309882 5.50085
chr7 39383789 39383946 6.16337
chr7 39385943 39386140 6.54923
chr7 39400611 39400727 7.87837
chr7 39405690 39405805 7.94687
chr7 39453462 39453602 7.29576
chr7 39453791 39454002 6.87902
chr7 39526836 39526940 8.2705
chr7 39532536 39532638 9.48675
chr7 39855587 39855705 7.74483
chr7 39874915 39875030 8.41434
chr7 39875141 39875270 8.33461
chr7 39885941 39886100 6.76205
chr7 39925354 39947670 1.43574
chr7 39955887 39966527 1.62689
chr7 39972816 39974157 2.52556
chr7 40236917 40237437 3.41158
chr7 40413823 40414923 2.5413
chr7 40417277 40427664 1.59406
chr7 40436463 40437767 2.34986
chr7 40462528 40469328 1.63646
chr7 40492374 40492486 7.67975
chr7 40492891 40493111 5.37583
chr7 40514017 40514248 5.58528
chr7 40529276 40530035 3.11642
chr7 40546459 40552804 1.59284
chr7 40556208 40571412 1.60172
chr7 40571793 40588003 1.59517
chr7 40606945 40612932 1.60727
chr7 40618383 40627073 1.57749
chr7 40637086 40640420 2.43476
chr7 40644149 40646124 2.55862
chr7 40656797 40676462 1.7441
chr7 40683495 40685701 2.58313
chr7 40717689 40718238 3.32929
chr7 40747820 40756476 1.54021
chr7 40764710 40775777 1.42811
chr7 40783228 40804397 1.42973
chr7 41685539 41707942 1.49255
chr7 41717568 41788014 1.99325
chr7 41772791 41772896 8.19174
chr7 41773316 41773429 7.61179
chr7 41773678 41773779 8.51616
chr7 41981084 41981267 7.05026
chr7 41981396 41981594 6.51615
chr7 42023721 42023835 7.54502
chr7 42034925 42035036 7.74894
chr7 42059693 42059809 7.41493
chr7 42109713 42109851 7.01195
chr7 42119240 42119459 5.64584
chr7 42124065 42124168 8.3508
chr7 42231365 42242214 1.61042
chr7 42248098 42289637 2.67245
chr7 42300256 42305407 1.59678
chr7 42310865 42327131 1.6723
chr7 42353877 42356034 2.66673
chr7 42362517 42369440 1.52197
chr7 42378086 42384757 1.59558
chr7 42387286 42393056 1.55591
chr7 42426572 42449735 1.42501
chr7 42467998 42473718 1.56952
chr7 42487654 42497055 1.57827
chr7 42503320 42510119 1.57345
chr7 42517202 42527108 1.57378
chr7 42530525 42535536 1.60921
chr7 42671547 42692132 1.41806
chr7 42759041 42772618 1.35415
chr7 42803134 42814893 1.63666
chr7 42861178 42903875 1.71359
chr7 42906171 42908103 2.58774
chr7 42913827 42937936 1.52295
chr7 42940112 42940364 5.33316
chr7 43019501 43042016 1.48274
chr7 43048355 43069893 1.68977
chr7 43084462 43085103 3.43852
chr7 43141013 43198780 2.02779
chr7 43230753 43230970 6.68882
chr7 43234134 43234292 6.80484
chr7 43238517 43238659 7.57159
chr7 43240667 43240786 7.67975
chr7 43271050 43271175 7.74119
chr7 43273274 43273384 7.81938
chr7 43351436 43384331 1.60972
chr7 43394248 43454274 1.72041
chr7 43418641 43418906 5.47726
chr7 43418911 43419111 5.64462
chr7 43437891 43438101 5.37583
chr7 43461228 43461445 5.20241
chr7 43462306 43464099 2.5485
chr7 43475089 43507869 1.72033
chr7 43527619 43611999 1.96162
chr7 43861380 43869772 1.53101
chr7 43895996 43896511 3.4447
chr7 44141837 44147080 4.36792
chr7 44175986 44189822 1.55027
chr7 44194455 44196074 2.52355
chr7 44201053 44204580 2.59113
chr7 44209402 44234723 2.23135
chr7 44366531 44366887 8.00334
chr7 44384827 44384986 7.10015
chr7 44386309 44386428 8.58325
chr7 44410408 44410570 8.29603
chr7 44532227 44553330 1.59723
chr7 44558897 44558998 8.51616
chr7 44559750 44564142 3.15793
chr7 44577641 44597675 1.40339
chr7 44814943 44816191 2.41223
chr7 44886206 44886339 6.87136
chr7 44902325 44902868 3.46508
chr7 44966061 44966806 3.3193
chr7 44970812 44980380 1.55072
chr7 44982710 44995494 1.76195
chr7 44987994 44988104 8.3081
chr7 44989607 44989712 8.19174
chr7 45127748 45128047 4.85442
chr7 45128891 45129731 5.37583
chr7 45132296 45132904 3.27147
chr7 45155777 45156616 3.33186
chr7 45196371 45196605 6.66235
chr7 45209252 45209438 6.06948
chr7 45375169 45416149 1.71586
chr7 45459177 45459280 8.3508
chr7 45463362 45463474 7.67975
chr7 45474467 45474670 5.5612
chr7 45490429 45490546 7.81103
chr7 45515951 45529842 1.71054
chr7 45536557 45538155 2.65764
chr7 45538408 45538943 3.41641
chr7 45538433 45539676 2.72467
chr7 45548690 45564278 1.37948
chr7 45652535 45680502 1.57813
chr7 45894786 45975315 2.08614
chr7 46061618 46073309 1.64618
chr7 46076588 46077176 3.29132
chr7 46085851 46086641 3.26632
chr7 46106235 46126260 1.40134
chr7 46140007 46140509 3.53391
chr7 46144509 46156239 1.62237
chr7 46161292 46175547 1.64047
chr7 46227571 46229686 2.54176
chr7 47056920 47091831 1.52909
chr7 47093068 47138695 1.6436
chr7 47169576 47170606 2.55743
chr7 47408682 47437181 1.44492
chr7 47497557 47507068 1.5374
chr7 47647720 47647929 5.65876
chr7 47649999 47651312 2.49753
chr7 47656521 47666570 1.60488
chr7 47673575 47674215 3.27589
chr7 47677768 47680175 2.59076
chr7 47722767 47724090 2.35675
chr7 47783560 47783665 8.19174
chr7 47786095 47786239 7.46643
chr7 47854527 47854628 9.04842
chr7 47903043 47903152 7.89112
chr7 47903218 47903348 7.85698
chr7 47906921 47907031 8.3081
chr7 47911031 47911166 8.3624
chr7 48027457 48028978 2.6508
chr7 48033849 48034499 3.63902
chr7 48040622 48059274 1.59672
chr7 48060627 48091667 2.0956
chr7 48071786 48071886 8.60132
chr7 48073810 48073941 7.797
chr7 48129640 48130180 3.38478
chr7 48188590 48188707 7.81103
chr7 48209637 48209850 5.5525
chr7 48323328 48323434 8.11446
chr7 48323585 48323804 7.11868
chr7 48403749 48404256 3.49906
chr7 48410267 48450369 1.4518
chr7 48451229 48470397 1.38547
chr7 48487066 48487569 3.52688
chr7 48518513 48560284 1.48646
chr7 48659390 48669574 1.40941
chr7 48856320 48856530 5.37583
chr7 49207351 49213107 1.55036
chr7 49237682 49250546 1.35817
chr7 49256061 49266951 1.39702
chr7 49320673 49333177 1.56064
chr7 49345273 49351632 1.5217
chr7 49429333 49439642 1.60612
chr7 49462738 49475934 1.65805
chr7 49477712 49478375 3.24333
chr7 49530754 49530944 6.50758
chr7 49531186 49531442 5.24983
chr7 49554279 49565463 1.69196
chr7 49585187 49596189 1.39746
chr7 49609087 49646686 1.51557
chr7 49709202 49709707 3.51292
chr7 49715432 49715686 5.07952
chr7 49951443 49963124 1.60617
chr7 50021735 50046715 1.46985
chr7 50073622 50075246 2.51578
chr7 50076732 50078693 2.49465
chr7 50086432 50109314 1.45426
chr7 50096153 50096259 8.11446
chr7 50099556 50099660 8.2705
chr7 50114610 50130598 2.00736
chr7 50124918 50125137 6.62773
chr7 50125573 50125680 8.03862
chr7 50131109 50150208 2.08008
chr7 50151726 50152751 2.6748
chr7 50155943 50157001 2.59137
chr7 50158795 50159521 3.25808
chr7 50169866 50181429 1.61791
chr7 50203106 50270931 1.74848
chr7 50279506 50321562 1.60804
chr7 50559160 50559264 8.2705
chr7 50560758 50560863 8.19174
chr7 50754948 50755064 8.3418
chr7 50807730 50807852 7.05026
chr7 50839358 50839459 8.51616
chr7 50856179 50856307 7.13977
chr7 50868513 50868656 6.76678
chr7 51108450 51108652 5.58873
chr7 51143673 51143991 5.07154
chr7 53959637 53959797 14.4475
chr7 54601457 54625056 1.5422
chr7 54730536 54734177 3.27776
chr7 54764896 54769905 1.60985
chr7 54827223 54876524 1.50367
chr7 54891693 54891810 8.2705
chr7 54891698 54891910 5.83226
chr7 54903957 54913581 1.59755
chr7 54923028 54941593 1.72003
chr7 54950402 54951839 2.46906
chr7 54955795 54957227 3.37866
chr7 54966597 54976621 1.58207
chr7 54978079 54978185 8.11446
chr7 54981719 54987818 1.53368
chr7 54996517 55007378 1.64329
chr7 55104811 55104944 8.08395
chr7 55109065 55109213 6.53817
chr7 55149566 55155700 1.56875
chr7 55371006 55371218 5.83226
chr7 55391051 55397831 1.52236
chr7 55401592 55407245 1.55959
chr7 55422277 55431344 1.53561
chr7 55654105 55656908 2.51243
chr7 55660738 55661438 3.45589
chr7 55667434 55667554 8.06374
chr7 55689050 55690871 2.39122
chr7 55955373 55955614 10.484
chr7 57014514 57014747 5.53733
chr7 57014602 57014845 5.30946
chr7 57545311 57557396 4.87539
chr7 57962020 57962160 18.4314
chr7 57986554 57986775 9.73
chr7 57995700 57995944 12.1176
chr7 58008527 58008762 9.83662
chr7 58014552 58014655 8.87272
chr7 58015248 58015485 7.93898
chr7 61054283 61056490 3.38577
chr7 61054361 61054473 8.15974
chr7 61054448 61055258 4.97762
chr7 61055429 61055667 7.67975
chr7 61079986 61080422 7.89112
chr7 61080086 61080447 8.78598
chr7 61081029 61081175 30.193
chr7 61081854 61082088 5.28393
chr7 61082129 61082363 7.12182
chr7 61085042 61085415 38.0487
chr7 61095487 61095638 9.96842
chr7 61540962 61541071 7.89112
chr7 61542459 61542700 21.8602
chr7 61543331 61543567 10.2505
chr7 61735621 61765923 2.87047
chr7 61772714 61808496 2.9627
chr7 61906480 61906720 15.2315
chr7 61966420 61979501 40.6896
chr7 61966919 61973957 72.3575
chr7 61974837 61975705 10.5906
chr7 61975023 61975192 26.402
chr7 61975203 61975341 22.9836
chr7 61975963 61976918 6.64238
chr7 61978954 61979188 5.7434
chr7 62021708 62021942 6.20288
chr7 62023763 62023967 20.8182
chr7 62039999 62040233 7.58129
chr7 64348393 64349931 2.51664
chr7 64895682 64895915 5.30661
chr7 64895782 64895923 6.86276
chr7 64954148 64954687 9.17581
chr7 64954822 64955039 5.20241
chr7 64955405 64955665 7.23669
chr7 65036987 65037131 6.71978
chr7 65480255 65481380 2.53261
chr7 65509210 65509427 5.45015
chr7 65671514 65671714 5.64462
chr7 65970854 65971173 4.55007
chr7 65972632 65972743 7.74894
chr7 66093622 66093849 8.0519
chr7 68000012 68000254 7.55281
chr7 68631042 68631255 6.05727
chr7 68631047 68631310 4.9057
chr7 68890878 68900298 1.50089
chr7 68951253 68951368 8.41434
chr7 68967892 68968000 7.96419
chr7 68980372 68987842 1.48969
chr7 68981027 68993357 1.40827
chr7 69029088 69038424 1.57774
chr7 69171086 69178930 1.49405
chr7 69185486 69191265 1.61861
chr7 69196297 69205979 1.56578
chr7 69281129 69293904 1.37604
chr7 69804386 69814288 1.59614
chr7 70062069 70062600 3.44215
chr7 70294711 70294811 8.60132
chr7 72771458 72774409 2.56859
chr7 72791518 72791721 5.5612
chr7 72839446 72839656 5.63182
chr7 72844729 72844939 6.39979
chr7 73012306 73012453 6.94835
chr7 73033362 73051532 1.716
chr7 73041175 73041276 8.51616
chr7 73041850 73042039 6.54201
chr7 73046746 73046990 5.06738
chr7 73059796 73063324 4.14463
chr7 73063867 73064579 3.17113
chr7 73064849 73065236 5.13968
chr7 73066989 73067302 5.15255
chr7 73079958 73080230 4.94102
chr7 73080372 73080473 8.51616
chr7 73080584 73080732 7.26463
chr7 73082595 73083390 3.51626
chr7 73132154 73133232 2.54329
chr7 73134512 73134718 5.48021
chr7 73182947 73183457 3.47848
chr7 73184051 73184227 6.41434
chr7 73185110 73185211 8.51616
chr7 73185232 73185445 6.81443
chr7 73185803 73186105 4.8062
chr7 73235850 73242519 1.61218
chr7 73268569 73268788 5.64584
chr7 73271247 73271638 4.94961
chr7 73290683 73310887 1.42085
chr7 73319179 73348639 1.40509
chr7 73329087 73329343 5.24983
chr7 73337553 73337672 7.67975
chr7 73347288 73347538 4.94576
chr7 73368418 73368993 3.27224
chr7 73429591 73478902 1.71923
chr7 73867470 73867703 5.99878
chr7 73869037 73870205 2.57745
chr7 73877022 73877569 3.43974
chr7 73891268 73899761 1.49381
chr7 75268478 75268702 5.27983
chr7 75424973 75426191 2.38337
chr7 75440629 75454005 1.4388
chr7 75444784 75445911 2.62352
chr7 75817629 75818148 3.52174
chr7 75832107 75832321 5.27534
chr7 75845757 75846094 5.10464
chr7 75846951 75847958 2.61584
chr7 75856420 75866258 1.58466
chr7 75878817 75878965 7.62786
chr7 75905637 75906729 2.65838
chr7 75910124 75910782 5.22877
chr7 75911370 75911618 4.98565
chr7 75912965 75913275 6.58972
chr7 75913678 75914407 3.09718
chr7 75996589 75996808 5.64584
chr7 75997458 75998906 2.59881
chr7 77063452 77064671 2.60192
chr7 77108831 77109468 3.20693
chr7 77110896 77111408 3.46489
chr7 77669966 77670071 8.70372
chr7 77670234 77670339 8.19174
chr7 77799047 77799172 7.31112
chr7 77800956 77801106 6.45099
chr7 77802418 77802568 7.16777
chr7 77802577 77802786 5.91598
chr7 77804021 77804213 6.71978
chr7 77880498 77900391 1.38902
chr7 77913820 77916056 2.59655
chr7 77928420 77938489 1.40949
chr7 77958002 77968375 1.40446
chr7 77961978 77969343 1.57662
chr7 77973472 77987066 1.67673
chr7 77992833 78002165 1.54961
chr7 78013791 78053965 1.47329
chr7 78060270 78072998 1.68523
chr7 78086155 78086688 3.42923
chr7 78090598 78099576 1.51491
chr7 78100284 78108573 1.60192
chr7 78127601 78128749 2.62235
chr7 78194691 78201783 1.54635
chr7 78212384 78239839 1.47833
chr7 78391664 78407598 2.01416
chr7 78946907 78957266 1.39598
chr7 79079613 79085886 2.84517
chr7 79752292 79785257 1.82483
chr7 79868237 79880810 1.45801
chr7 80542628 80555093 1.80272
chr7 80548625 80548856 5.58528
chr7 80548726 80548857 7.38663
chr7 80962726 80963268 5.15762
chr7 81345141 81345840 3.1532
chr7 81416029 81426574 1.43253
chr7 81476528 81489843 1.36465
chr7 81552229 81608641 1.51616
chr7 81608958 81626956 1.35008
chr7 81689477 81709923 1.66696
chr7 81718926 81724235 1.58976
chr7 81791103 81815099 1.38227
chr7 81837907 81843116 1.59964
chr7 81855276 81856582 2.46975
chr7 81869670 81874801 1.61348
chr7 81879161 81888919 1.57562
chr7 81932843 81947434 1.35952
chr7 81975096 81997813 1.3678
chr7 82056169 82091490 1.8066
chr7 82156748 82161815 1.60203
chr7 82197604 82209863 1.35942
chr7 82214127 82223951 1.55409
chr7 82331591 82331813 6.53817
chr7 82398196 82403819 1.59659
chr7 82544594 82545783 2.66757
chr7 82790610 82792172 4.09554
chr7 82792908 82793111 5.5612
chr7 82995231 83002095 1.52722
chr7 82996747 83006747 1.40847
chr7 83014945 83015978 2.60205
chr7 83066343 83076232 1.58193
chr7 83118569 83132370 1.38281
chr7 83144188 83181408 1.46311
chr7 83266888 83300743 1.64506
chr7 83315194 83323115 1.52703
chr7 83363587 83372100 1.66712
chr7 83395647 83401845 1.61327
chr7 83563276 83583313 1.40587
chr7 83775344 83775556 5.32511
chr7 83814596 83835002 1.40942
chr7 84642876 84650279 1.54674
chr7 84656826 84663660 1.59686
chr7 84811783 84818143 4.1333
chr7 85184876 85194561 1.54864
chr7 86100387 86107846 1.49188
chr7 86140614 86150726 1.4035
chr7 86219653 86226436 1.52169
chr7 86220537 86232391 1.37865
chr7 86419284 86424349 1.60266
chr7 86430727 86505884 1.66446
chr7 86539369 86546133 1.51006
chr7 86565903 86575259 1.58011
chr7 86588042 86612230 1.44019
chr7 86687494 86688613 3.50702
chr7 86726548 86743391 1.40117
chr7 86846427 86865311 1.75076
chr7 86850496 86850704 7.23669
chr7 86850830 86850933 8.3508
chr7 86850938 86851044 8.11446
chr7 86851443 86851614 6.91627
chr7 86851842 86851945 8.3508
chr7 86876439 86878817 2.59975
chr7 86880885 86882276 3.20772
chr7 87386729 87398470 1.57507
chr7 87848958 87873971 1.42493
chr7 87901228 87915353 1.37773
chr7 88016657 88019175 2.4552
chr7 88020625 88020891 5.05247
chr7 88047593 88067754 1.41055
chr7 88108662 88132146 1.39867
chr7 88190259 88200293 1.59121
chr7 88220354 88230482 1.4119
chr7 88381812 88402056 2.05006
chr7 88386838 88386993 6.58972
chr7 88387622 88388601 5.21658
chr7 88388589 88388697 7.96419
chr7 88389108 88389403 5.28471
chr7 88389640 88389819 7.50814
chr7 88420858 88426306 1.5788
chr7 88449453 88450708 2.48445
chr7 88621126 88621652 3.37267
chr7 89748794 89749388 3.25808
chr7 89790052 89800155 1.61759
chr7 89931913 89962711 1.7682
chr7 90033274 90033467 5.84935
chr7 90082159 90085456 2.85341
chr7 90086649 90086750 8.51616
chr7 90094604 90127560 1.62958
chr7 90136294 90152284 1.69781
chr7 90157238 90163762 1.61505
chr7 90167829 90168996 2.48753
chr7 90169585 90172168 2.78885
chr7 90187410 90187917 3.49906
chr7 91030749 91065271 1.50894
chr7 91062242 91067349 1.61054
chr7 91143019 91153605 1.65551
chr7 91160846 91204802 1.63393
chr7 91228756 91241965 1.64014
chr7 91257129 91277836 1.40711
chr7 91278088 91302781 1.38461
chr7 91394044 91421519 1.52421
chr7 91427413 91428671 2.47852
chr7 91440254 91440473 5.40037
chr7 91524997 91526243 2.4161
chr7 91527051 91528576 2.50284
chr7 91544684 91550269 1.55933
chr7 91791105 91791490 4.74748
chr7 91792165 91792977 3.24403
chr7 91794124 91794342 5.42515
chr7 91808557 91810292 2.57172
chr7 92065828 92066989 2.45408
chr7 92070938 92072045 2.52523
chr7 92217486 92231953 1.33402
chr7 92465957 92475299 1.55946
chr7 92619172 92644116 1.62499
chr7 92655551 92657034 2.50123
chr7 92708883 92731539 1.45216
chr7 93079162 93079264 8.43267
chr7 93098334 93098555 5.3515
chr7 93123088 93124952 2.5091
chr7 93130013 93131153 2.54644
chr7 93219501 93254196 1.4038
chr7 93237119 93237327 5.42752
chr7 93250094 93250308 5.27534
chr7 93262419 93269244 1.57533
chr7 93362397 93362609 5.57869
chr7 93368106 93368323 5.45015
chr7 93396243 93416235 1.39827
chr7 93461088 93461288 5.64462
chr7 93492384 93492610 5.70884
chr7 93507104 93543357 1.7913
chr7 93527983 93528134 7.1203
chr7 93536055 93536161 8.11446
chr7 93549681 93581997 1.56703
chr7 93634852 93636248 2.46456
chr7 93799452 93821404 1.48648
chr7 93808659 93808893 5.0542
chr7 93809691 93809987 5.08524
chr7 93909366 93909569 5.5612
chr7 93911570 93911841 5.35599
chr7 93912474 93912576 8.43267
chr7 94047132 94047244 8.15974
chr7 94047554 94047658 8.2705
chr7 94284058 94284960 3.21834
chr7 94314332 94323126 1.5466
chr7 94338644 94339837 2.5685
chr7 94339283 94339874 3.18365
chr7 94528976 94546991 2.29476
chr7 94536525 94536681 7.58129
chr7 94539204 94539315 8.71756
chr7 94539569 94539795 7.13605
chr7 94565589 94565821 5.32948
chr7 94737953 94748012 1.40555
chr7 95490952 95491172 5.37583
chr7 95491052 95491189 6.67073
chr7 95954384 95989011 1.51834
chr7 96002547 96003931 2.44709
chr7 96016099 96021549 1.61768
chr7 96022434 96063084 1.7245
chr7 96099759 96141974 1.50648
chr7 96146381 96178099 1.59997
chr7 96161805 96162006 5.61654
chr7 96162289 96162639 5.06864
chr7 96213629 96277148 1.66897
chr7 96220080 96220293 5.5525
chr7 96220994 96221177 6.7565
chr7 96340470 96385772 1.67676
chr7 96395574 96408639 1.70348
chr7 96412487 96413493 3.2597
chr7 96418338 96434739 1.59626
chr7 96439356 96440142 3.41974
chr7 96452677 96458515 1.56542
chr7 96467744 96468246 3.53391
chr7 96470236 96472270 2.56369
chr7 96472941 96473454 3.45813
chr7 96487296 96505026 1.40081
chr7 96513768 96535392 1.66814
chr7 96537010 96544961 1.52803
chr7 96551812 96552460 3.31841
chr7 96704684 96728594 1.5064
chr7 96848571 96857919 1.53546
chr7 97140674 97150790 1.63145
chr7 97283040 97302879 1.62042
chr7 97315615 97315866 4.71188
chr7 97350611 97379512 1.69082
chr7 97424051 97431734 1.53935
chr7 97450317 97458116 1.49577
chr7 97465400 97467112 2.54347
chr7 97468126 97470148 2.55232
chr7 97663518 97664570 2.65725
chr7 97677060 97686898 1.56827
chr7 97707002 97707697 3.094
chr7 97712812 97717987 1.61015
chr7 97713419 97733627 1.41259
chr7 97754745 97768829 1.76726
chr7 98035009 98035229 6.84196
chr7 98047832 98048405 3.37748
chr7 98133156 98138826 1.56439
chr7 98169127 98170190 2.7309
chr7 98212780 98213303 3.4948
chr7 98212789 98213844 2.70065
chr7 98223976 98264512 1.94817
chr7 98280147 98280700 3.40242
chr7 98311253 98311767 3.45141
chr7 98326105 98327325 2.55572
chr7 98333428 98333529 8.51616
chr7 98340690 98341275 3.58388
chr7 98342195 98343793 2.65764
chr7 98356239 98356755 3.43803
chr7 98358393 98358702 5.04527
chr7 98368196 98378744 1.59522
chr7 98384160 98384396 107.972
chr7 98412045 98412831 3.21455
chr7 98413333 98414550 2.51785
chr7 98448131 98449340 2.44558
chr7 98465863 98466241 5.40427
chr7 98466473 98467330 5.39465
chr7 98468498 98468651 7.37859
chr7 98468712 98468990 7.15488
chr7 98475404 98475516 8.15974
chr7 98762304 98803856 1.4917
chr7 98769446 98769598 6.36611
chr7 98775512 98775773 5.35523
chr7 98806196 98818538 1.41125
chr7 98832059 98867737 1.37115
chr7 99177505 99178614 2.56915
chr7 99181808 99182861 2.55262
chr7 99298099 99299106 2.61584
chr7 99310615 99322618 1.59443
chr7 99349704 99349822 7.28926
chr7 99360625 99360760 7.16777
chr7 99362026 99362252 5.23311
chr7 99401376 99403191 2.51761
chr7 99411305 99473288 1.74242
chr7 99520439 99540793 2.06539
chr7 99550516 99560954 1.59658
chr7 99569139 99593029 1.69668
chr7 99595580 99596100 3.51496
chr7 99608981 99609554 3.28366
chr7 99765484 99765589 8.19174
chr7 99769698 99769827 7.91788
chr7 99989891 99990393 3.53391
chr7 99995781 99995988 6.49254
chr7 100186163 100189109 2.73718
chr7 100192618 100193620 2.6289
chr7 100202133 100204586 2.82708
chr7 100228009 100233046 1.6009
chr7 100237675 100264861 1.42177
chr7 100252717 100252837 7.16777
chr7 100264035 100264173 7.4015
chr7 100310358 100335176 1.61158
chr7 100347973 100349972 2.5279
chr7 100357073 100358523 2.70645
chr7 100358001 100358530 3.35354
chr7 100360784 100361895 2.51614
chr7 100361502 100361804 5.16222
chr7 100422619 100424820 3.78579
chr7 100425591 100425894 6.74196
chr7 100426327 100426614 4.87009
chr7 100493598 100494537 6.52656
chr7 100495293 100495693 4.43506
chr7 100546571 100553946 4.41
chr7 100606007 100624536 2.11795
chr7 100607609 100608039 4.75073
chr7 100608352 100609092 5.59377
chr7 100609732 100611136 7.04524
chr7 100611323 100611607 4.92153
chr7 100615179 100615289 7.81938
chr7 100618252 100618461 5.40155
chr7 100673011 100682898 1.58768
chr7 100693330 100694343 2.65342
chr7 100694653 100696950 2.5744
chr7 100698604 100702033 2.74357
chr7 100701314 100702062 3.16225
chr7 100704221 100704761 3.58388
chr7 100704539 100704799 4.75554
chr7 100709290 100710577 2.42267
chr7 100743465 100744140 3.26532
chr7 100775105 100775795 3.35015
chr7 100776561 100778245 2.55384
chr7 100778778 100779439 3.17182
chr7 100780244 100781218 3.3116
chr7 100798607 100833617 2.57352
chr7 100843928 100846012 3.22446
chr7 100919822 100920965 2.53976
chr7 100926930 100954127 1.53386
chr7 100993200 100993307 8.03862
chr7 101005744 101006374 3.0719
chr7 101007019 101010670 2.65037
chr7 101014010 101014219 5.40155
chr7 101016416 101017619 2.45778
chr7 101021961 101022965 2.62366
chr7 101022761 101022961 5.64462
chr7 101022861 101022963 8.43267
chr7 101029775 101030596 3.40491
chr7 101075570 101075715 7.78568
chr7 101147265 101187143 1.49501
chr7 101189439 101230381 1.40495
chr7 101238326 101240377 2.59487
chr7 101255850 101257575 2.55546
chr7 101267875 101268083 5.68597
chr7 101268210 101268362 7.42713
chr7 101269995 101270278 4.74896
chr7 101280027 101280738 3.55364
chr7 101342944 101343065 7.55281
chr7 101350488 101351111 3.36528
chr7 101353805 101353992 6.03702
chr7 101414954 101432761 1.60608
chr7 101446709 101447577 4.70694
chr7 101448001 101449018 4.70451
chr7 102119424 102119652 10.1386
chr7 102213129 102213314 57.2453
chr7 102551441 102553737 2.66918
chr7 102564701 102578869 1.84405
chr7 102582723 102585188 2.57342
chr7 102644002 102649036 1.60186
chr7 102671684 102671948 5.09074
chr7 102704308 102709540 1.61316
chr7 103197409 103197566 7.1906
chr7 103205155 103205261 8.11446
chr7 103207181 103207302 8.88566
chr7 103226297 103226522 6.45099
chr7 103337009 103337156 7.31405
chr7 103355027 103355261 7.12182
chr7 103356170 103356275 8.19174
chr7 103359864 103359978 8.01658
chr7 103855799 103917668 1.53449
chr7 103930858 103930987 7.50115
chr7 103944197 103944399 5.58873
chr7 104035596 104037307 2.57638
chr7 104047970 104062345 1.7801
chr7 104077750 104078752 2.6289
chr7 104082002 104091367 1.57285
chr7 104094163 104095176 2.60035
chr7 104101531 104138627 1.48974
chr7 104159389 104160429 2.68791
chr7 104161265 104185492 1.46672
chr7 104203115 104218429 1.93774
chr7 104313176 104313282 9.12876
chr7 104313881 104314079 6.78766
chr7 104375504 104383340 1.52301
chr7 104471076 104496434 1.49246
chr7 104503151 104504486 2.61744
chr7 104548245 104548450 5.50694
chr7 104573314 104573514 5.64462
chr7 106110724 106119799 1.52241
chr7 106144543 106167929 1.97461
chr7 106174786 106174992 5.48021
chr7 106176795 106177305 3.47848
chr7 106177692 106178297 3.19884
chr7 106179484 106179994 3.58388
chr7 106208248 106256225 1.85443
chr7 106217837 106217968 7.38663
chr7 106217845 106218118 5.51367
chr7 106257507 106283115 1.91664
chr7 106302168 106302405 5.21705
chr7 106319222 106320321 2.54361
chr7 106322198 106322904 3.35037
chr7 106348977 106349181 5.53394
chr7 106388069 106394006 1.59364
chr7 106395914 106403041 1.51612
chr7 106424690 106424833 6.76678
chr7 106428257 106428372 8.41434
chr7 106457749 106457850 8.51616
chr7 106654761 106654901 7.29576
chr7 106676882 106676985 8.3508
chr7 106684428 106684678 6.88106
chr7 106704828 106704989 7.01195
chr7 106706028 106706278 7.09609
chr7 106753387 106753901 3.66058
chr7 106756218 106756595 5.13342
chr7 106758114 106758686 3.47737
chr7 106767869 106810596 1.89104
chr7 106775142 106775290 7.99109
chr7 106775394 106775495 8.51616
chr7 107425677 107425846 6.68002
chr7 107510903 107511071 7.03977
chr7 107671205 107671330 8.60132
chr7 107694839 107694978 7.735
chr7 107751535 107751749 6.53138
chr7 107765606 107765715 7.89112
chr7 107768103 107768217 7.54502
chr7 107768636 107768738 8.43267
chr7 107905498 107905698 5.64462
chr7 107908949 107909196 14.5822
chr7 108354732 108359788 1.59488
chr7 108369003 108392965 1.32141
chr7 108437161 108456514 1.38611
