#bin	chrom	chromStart	chromEnd	name	score	strand	signalValue	pValue	qValue
138	chr7	69074383	69076486	.	359	.	2.57293	9.4	-1
1112	chr7	69082536	69082770	.	540	.	5.03677	1.8	-1
1112	chr7	69084026	69084216	.	647	.	6.48514	4.1	-1
1112	chr7	69084430	69084539	.	784	.	8.35541	2.9	-1
1112	chr7	69095388	69095496	.	754	.	7.93673	2	-1
1112	chr7	69112019	69112453	.	624	.	6.172	15.1	-1
1112	chr7	69115249	69120214	.	431	.	3.54995	13.7	-1
1112	chr7	69124431	69130960	.	466	.	4.02884	13.3	-1
1112	chr7	69124937	69125157	.	653	.	6.57486	6	-1
1112	chr7	69126077	69127116	.	678	.	6.90931	14.6	-1
1112	chr7	69128191	69130584	.	567	.	5.39535	14.3	-1
1112	chr7	69133204	69133748	.	423	.	3.44679	2.3	-1
1112	chr7	69135596	69135797	.	601	.	5.8637	2.9	-1
1112	chr7	69135937	69136092	.	653	.	6.567	2.4	-1
1112	chr7	69138400	69144048	.	531	.	4.91338	13.3	-1
1112	chr7	69147565	69148709	.	542	.	5.05758	14.7	-1
1112	chr7	69149954	69150079	.	737	.	7.7145	2.9	-1
1112	chr7	69150361	69150478	.	776	.	8.24199	3.3	-1
1112	chr7	69156756	69164393	.	483	.	4.26507	15.1	-1
1112	chr7	69157577	69157726	.	672	.	6.83145	2.6	-1
1112	chr7	69157873	69158848	.	610	.	5.98918	14.7	-1
1112	chr7	69159640	69159843	.	577	.	5.54203	2.1	-1
1112	chr7	69160329	69163940	.	579	.	5.56351	13.8	-1
1112	chr7	69164921	69165810	.	404	.	3.19389	5.4	-1
1112	chr7	69167636	69168865	.	420	.	3.40007	12	-1
1112	chr7	69174246	69174349	.	782	.	8.32201	2.3	-1
1112	chr7	69179882	69180905	.	416	.	3.35158	8.6	-1
17	chr7	69201895	69206419	.	694	.	7.12885	14.4	-1
1113	chr7	69210869	69237063	.	304	.	1.83458	13	-1
1113	chr7	69243426	69243685	.	702	.	7.23958	10.9	-1
1113	chr7	69245536	69245701	.	671	.	6.81837	3.5	-1
1113	chr7	69262022	69275741	.	408	.	3.23726	12.9	-1
1113	chr7	69266829	69266953	.	710	.	7.34467	2.1	-1
1113	chr7	69267508	69267651	.	721	.	7.49271	3.7	-1
1113	chr7	69267899	69268245	.	614	.	6.03857	10.3	-1
1113	chr7	69268424	69270906	.	870	.	9.5188	14.3	-1
1113	chr7	69286816	69294338	.	784	.	8.3543	13.4	-1
1113	chr7	69303350	69311956	.	591	.	5.73328	13.3	-1
1113	chr7	69322774	69325843	.	410	.	3.2643	14.4	-1
1113	chr7	69327403	69327519	.	781	.	8.31304	3.4	-1
1113	chr7	69327836	69328046	.	583	.	5.6124	2.6	-1
1113	chr7	69329129	69330949	.	514	.	4.68027	14.2	-1
1114	chr7	69340426	69377360	.	342	.	2.35272	12.8	-1
1114	chr7	69345134	69346483	.	570	.	5.44069	14.8	-1
1114	chr7	69353291	69356703	.	590	.	5.71528	13.5	-1
1114	chr7	69370747	69372936	.	596	.	5.80026	14.1	-1
1114	chr7	69373635	69373795	.	662	.	6.69661	3	-1
1114	chr7	69382189	69399274	.	330	.	2.17929	13.2	-1
1114	chr7	69387005	69388512	.	724	.	7.53647	15	-1
1114	chr7	69388862	69388987	.	706	.	7.28592	2	-1
1114	chr7	69416627	69416732	.	770	.	8.16349	2.2	-1
1114	chr7	69416961	69419664	.	455	.	3.88468	13.9	-1
1114	chr7	69426176	69429545	.	554	.	5.23167	14.2	-1
1114	chr7	69432417	69434199	.	426	.	3.48735	15	-1
1114	chr7	69458038	69458175	.	688	.	7.03878	2.3	-1
1115	chr7	69469495	69472796	.	555	.	5.24206	13.7	-1
1115	chr7	69479656	69479960	.	533	.	4.93435	3.8	-1
1115	chr7	69480617	69481654	.	420	.	3.40966	9.4	-1
1115	chr7	69482866	69483529	.	425	.	3.47456	4.3	-1
1115	chr7	69489785	69499437	.	285	.	1.57633	6.4	-1
1115	chr7	69533497	69543797	.	274	.	1.41994	2	-1
1116	chr7	69628215	69628452	.	835	.	9.04184	15.4	-1
1116	chr7	69642743	69642891	.	702	.	7.23958	3.5	-1
1116	chr7	69701547	69704771	.	531	.	4.9186	14.3	-1
1117	chr7	69763702	69764592	.	413	.	3.31069	6.4	-1
1117	chr7	69812223	69812343	.	761	.	8.03594	3.2	-1
1117	chr7	69812655	69812988	.	667	.	6.75694	13.3	-1
1117	chr7	69813234	69813436	.	579	.	5.56946	2.1	-1
1118	chr7	69873391	69873515	.	774	.	8.20875	3.8	-1
1118	chr7	69879285	69882734	.	496	.	4.44241	13.6	-1
1118	chr7	69891381	69891907	.	424	.	3.46289	2.1	-1
1118	chr7	69920956	69922380	.	416	.	3.34831	13.9	-1
1119	chr7	70054672	70056011	.	420	.	3.40082	13.5	-1
1119	chr7	70060367	70061922	.	758	.	7.99287	14.6	-1
1119	chr7	70112882	70113514	.	419	.	3.39069	3.3	-1
1120	chr7	70143536	70145419	.	475	.	4.15382	14.4	-1
1120	chr7	70146532	70147634	.	849	.	9.23671	14.7	-1
1120	chr7	70157693	70173528	.	740	.	7.75767	12.9	-1
1120	chr7	70173824	70176849	.	418	.	3.38262	13.6	-1
1120	chr7	70181057	70181269	.	653	.	6.57026	5.6	-1
1120	chr7	70181657	70181865	.	586	.	5.66637	2.6	-1
1120	chr7	70184192	70196671	.	486	.	4.30592	13	-1
1120	chr7	70199447	70199660	.	577	.	5.53335	2.5	-1
1120	chr7	70200912	70203206	.	824	.	8.89768	14.1	-1
1120	chr7	70204474	70204741	.	509	.	4.61489	1.5	-1
1120	chr7	70213501	70253834	.	355	.	2.52503	13	-1
1120	chr7	70225145	70234176	.	567	.	5.39822	13.3	-1
1120	chr7	70241263	70241384	.	691	.	7.08402	1.4	-1
1120	chr7	70241308	70241530	.	578	.	5.55035	2.9	-1
1120	chr7	70243631	70244590	.	552	.	5.19529	14.9	-1
1121	chr7	70264324	70264891	.	427	.	3.49594	3	-1
1121	chr7	70270264	70270654	.	624	.	6.18149	13.2	-1
1121	chr7	70273872	70274433	.	570	.	5.44324	14.8	-1
1121	chr7	70294317	70294978	.	611	.	5.99757	14.6	-1
1121	chr7	70355346	70355559	.	558	.	5.28184	1.7	-1
1121	chr7	70355666	70355984	.	541	.	5.05405	4.7	-1
1121	chr7	70368314	70369320	.	361	.	2.60942	1.9	-1
1121	chr7	70369145	70369314	.	636	.	6.33999	2.6	-1
1125	chr7	70811739	70811867	.	755	.	7.95223	3.6	-1
1125	chr7	70841336	70841436	.	800	.	8.57167	2.4	-1
1134	chr7	71959179	71960331	.	364	.	2.65074	3.3	-1
1134	chr7	71960052	71960183	.	711	.	7.36116	2.6	-1
1135	chr7	72090754	72090971	.	551	.	5.18448	1.6	-1
1135	chr7	72105683	72105984	.	615	.	6.05143	8.2	-1
1135	chr7	72147743	72148099	.	657	.	6.62137	13.9	-1
1135	chr7	72148583	72148702	.	766	.	8.10347	3.2	-1
1135	chr7	72148771	72148996	.	643	.	6.42875	5.8	-1
1135	chr7	72149107	72149211	.	776	.	8.24199	2.2	-1
1136	chr7	72297038	72303183	.	875	.	9.58994	14	-1
1136	chr7	72303463	72303610	.	679	.	6.92439	2.7	-1
17	chr7	72348735	72351847	.	660	.	6.66218	14.4	-1
1137	chr7	72352795	72352940	.	686	.	7.0199	2.8	-1
1137	chr7	72352804	72353118	.	584	.	5.63027	7	-1
1137	chr7	72393797	72398098	.	1000	.	11.5965	13.6	-1
1137	chr7	72424505	72424686	.	583	.	5.62368	1.4	-1
1137	chr7	72476249	72476424	.	643	.	6.42875	3.1	-1
1139	chr7	72720252	72724001	.	767	.	8.11668	14.1	-1
1139	chr7	72738075	72738293	.	567	.	5.40644	2.3	-1
1140	chr7	72772282	72772386	.	776	.	8.24199	2.2	-1
1140	chr7	72813902	72814174	.	749	.	7.87837	14.5	-1
1140	chr7	72844679	72844936	.	737	.	7.71283	12.7	-1
1140	chr7	72847649	72848341	.	659	.	6.65791	14.8	-1
1141	chr7	72876545	72877058	.	423	.	3.44621	1.9	-1
1141	chr7	72927515	72928188	.	415	.	3.34333	3.6	-1
1141	chr7	72930863	72942275	.	953	.	10.6376	13	-1
1141	chr7	72968399	72973453	.	911	.	10.0701	14.9	-1
1141	chr7	72974241	72975047	.	620	.	6.11502	14.8	-1
1141	chr7	72980053	72980857	.	709	.	7.32963	14.6	-1
1141	chr7	72990077	72994753	.	939	.	10.4602	14.2	-1
1142	chr7	73062082	73062670	.	417	.	3.37108	2.6	-1
1142	chr7	73081707	73081973	.	748	.	7.85467	14	-1
1142	chr7	73082339	73082479	.	676	.	6.88795	2.2	-1
1142	chr7	73082801	73082921	.	728	.	7.5895	2.3	-1
1142	chr7	73094469	73099786	.	1000	.	13.3605	13.7	-1
1142	chr7	73102732	73103021	.	674	.	6.85882	11.2	-1
1142	chr7	73131311	73135110	.	570	.	5.44331	13.7	-1
1143	chr7	73151312	73154872	.	745	.	7.82526	13.8	-1
1143	chr7	73241921	73242425	.	435	.	3.61405	2.6	-1
1143	chr7	73242221	73242443	.	560	.	5.30903	2.2	-1
1143	chr7	73255947	73257949	.	719	.	7.46596	14.5	-1
1143	chr7	73260307	73260547	.	613	.	6.02695	5.2	-1
1143	chr7	73265814	73266345	.	414	.	3.32939	1.5	-1
1144	chr7	73269709	73270577	.	669	.	6.78919	15.7	-1
1144	chr7	73310683	73311467	.	401	.	3.14331	3.7	-1
1144	chr7	73385808	73386452	.	616	.	6.07271	15.7	-1
1144	chr7	73396728	73396948	.	653	.	6.57486	6	-1
1145	chr7	73414557	73414746	.	712	.	7.36982	6.6	-1
1145	chr7	73497282	73497972	.	587	.	5.66786	14.5	-1
1145	chr7	73498412	73499856	.	912	.	10.0913	14.7	-1
1145	chr7	73505697	73510738	.	966	.	10.8187	13.5	-1
1145	chr7	73514298	73515071	.	644	.	6.44538	15.1	-1
1145	chr7	73515340	73515705	.	753	.	7.92586	100	-1
1145	chr7	73515835	73515964	.	720	.	7.47529	2.7	-1
1146	chr7	73586363	73596106	.	1000	.	11.7945	13.1	-1
1146	chr7	73596128	73599595	.	448	.	3.7858	14.5	-1
1146	chr7	73620636	73621525	.	631	.	6.26725	14.7	-1
1146	chr7	73622677	73633651	.	828	.	8.94835	13.2	-1
1146	chr7	73645108	73645289	.	758	.	7.99154	7.9	-1
1146	chr7	73645583	73646012	.	537	.	4.99514	8.2	-1
1146	chr7	73656216	73656873	.	698	.	7.17567	14.7	-1
1146	chr7	73657584	73657974	.	533	.	4.94519	6.6	-1
1146	chr7	73661997	73662353	.	568	.	5.41749	7.7	-1
1147	chr7	73663138	73663282	.	662	.	6.69661	2	-1
1147	chr7	73664077	73665390	.	425	.	3.46816	14	-1
1147	chr7	73666166	73673258	.	785	.	8.36227	14.3	-1
1147	chr7	73678475	73688222	.	441	.	3.68805	13.1	-1
1147	chr7	73679408	73679671	.	709	.	7.33318	11.6	-1
1147	chr7	73680689	73681373	.	556	.	5.24764	14.7	-1
1147	chr7	73682513	73682904	.	674	.	6.85076	15.7	-1
1147	chr7	73683939	73684615	.	665	.	6.73624	15	-1
1147	chr7	73685483	73687737	.	637	.	6.34604	14.2	-1
1147	chr7	73693661	73694434	.	746	.	7.83149	15.1	-1
1147	chr7	73697780	73710427	.	860	.	9.38278	12.8	-1
1147	chr7	73720028	73722048	.	607	.	5.94076	14.3	-1
1147	chr7	73725584	73726167	.	406	.	3.21621	1.6	-1
1147	chr7	73732461	73732772	.	664	.	6.71815	11.8	-1
1147	chr7	73733017	73733355	.	659	.	6.65699	13.1	-1
1147	chr7	73734661	73735372	.	397	.	3.0893	2.5	-1
1148	chr7	73867146	73867353	.	569	.	5.43493	1.9	-1
1148	chr7	73867470	73867704	.	675	.	6.86832	7.9	-1
1148	chr7	73894898	73895472	.	430	.	3.54664	3.4	-1
1149	chr7	74001236	74001500	.	528	.	4.87027	2.2	-1
1149	chr7	74001819	74002308	.	798	.	8.54537	15.2	-1
1149	chr7	74013069	74014108	.	575	.	5.51713	14.6	-1
1149	chr7	74020386	74021600	.	676	.	6.88416	14.6	-1
1149	chr7	74030357	74031090	.	411	.	3.28892	4.1	-1
1149	chr7	74031465	74032206	.	643	.	6.43453	14.5	-1
1149	chr7	74042694	74042794	.	800	.	8.57167	2.4	-1
1150	chr7	74057343	74058377	.	833	.	9.01517	14.7	-1
1150	chr7	74062372	74067300	.	718	.	7.44672	14.1	-1
1150	chr7	74068200	74068453	.	699	.	7.19952	10.3	-1
1150	chr7	74068264	74081779	.	955	.	10.6749	13.5	-1
1151	chr7	74190202	74190395	.	844	.	9.16014	12.7	-1
1151	chr7	74306219	74306726	.	659	.	6.65699	15.7	-1
1151	chr7	74306322	74306751	.	749	.	7.86735	14.8	-1
1151	chr7	74306876	74307251	.	906	.	10.0003	15.4	-1
1151	chr7	74307446	74307694	.	805	.	8.64079	100	-1
1153	chr7	74487248	74490969	.	891	.	9.80466	13.9	-1
1153	chr7	74508767	74508916	.	725	.	7.55055	4.3	-1
1154	chr7	74586923	74587144	.	651	.	6.54511	6	-1
1157	chr7	75028765	75028960	.	635	.	6.31886	3.9	-1
1157	chr7	75070923	75071144	.	580	.	5.57546	2.9	-1
1157	chr7	75071216	75071498	.	701	.	7.21905	12.3	-1
1157	chr7	75072078	75072395	.	779	.	8.28099	100	-1
1157	chr7	75072608	75072761	.	840	.	9.10389	8.6	-1
1158	chr7	75112121	75112227	.	765	.	8.08648	2.1	-1
1158	chr7	75112682	75112885	.	577	.	5.54203	2.1	-1
1158	chr7	75113964	75114192	.	671	.	6.8141	7.3	-1
1158	chr7	75114614	75116070	.	860	.	9.38262	14.2	-1
1158	chr7	75153272	75154273	.	362	.	2.62245	1.9	-1
1158	chr7	75154438	75158759	.	807	.	8.66639	14.5	-1
1158	chr7	75163996	75164655	.	636	.	6.34095	15.4	-1
1158	chr7	75176861	75177374	.	423	.	3.44621	1.9	-1
1158	chr7	75226026	75226311	.	571	.	5.45128	5.1	-1
1158	chr7	75226522	75226727	.	573	.	5.48796	2	-1
1159	chr7	75246947	75247505	.	565	.	5.37649	15.5	-1
1159	chr7	75267706	75269849	.	633	.	6.29976	14	-1
1159	chr7	75290203	75293824	.	555	.	5.23745	13.4	-1
1159	chr7	75318808	75319987	.	350	.	2.45372	1.8	-1
1159	chr7	75341270	75342084	.	620	.	6.12074	14.6	-1
1159	chr7	75354862	75354982	.	761	.	8.03594	3.2	-1
1159	chr7	75357353	75357729	.	694	.	7.12406	15.4	-1
1160	chr7	75366455	75371522	.	708	.	7.31645	13.8	-1
1160	chr7	75382923	75383055	.	707	.	7.3054	2.6	-1
1160	chr7	75405964	75406148	.	684	.	6.98777	5.2	-1
1160	chr7	75471764	75472873	.	777	.	8.26057	15.2	-1
1161	chr7	75506774	75510883	.	1000	.	13.2987	13.8	-1
1161	chr7	75543016	75546639	.	1000	.	13.8257	13.7	-1
1161	chr7	75549913	75550556	.	415	.	3.33268	3.1	-1
1161	chr7	75552001	75552902	.	642	.	6.42162	14.8	-1
1161	chr7	75553650	75554684	.	417	.	3.36774	8.9	-1
1161	chr7	75557375	75558836	.	474	.	4.14356	14.6	-1
1161	chr7	75621849	75625304	.	619	.	6.10933	13.7	-1
1162	chr7	75638299	75638409	.	743	.	7.79242	1.9	-1
1162	chr7	75638335	75638575	.	580	.	5.58051	3.7	-1
1162	chr7	75649199	75649788	.	564	.	5.36639	15.4	-1
1162	chr7	75674149	75684513	.	883	.	9.6973	13.9	-1
1163	chr7	75794997	75796899	.	881	.	9.66115	14	-1
1163	chr7	75807520	75807951	.	847	.	9.19813	14.8	-1
1163	chr7	75863961	75865084	.	352	.	2.48067	1.7	-1
1164	chr7	75896180	75896841	.	742	.	7.78063	14.6	-1
1164	chr7	75897337	75897935	.	413	.	3.31471	2.4	-1
1164	chr7	75897430	75897551	.	723	.	7.52677	2.2	-1
1164	chr7	75901621	75903392	.	561	.	5.32402	15.2	-1
1164	chr7	75920903	75921656	.	536	.	4.98022	15.1	-1
1164	chr7	75930678	75934637	.	670	.	6.80656	14	-1
1164	chr7	75945779	75950450	.	913	.	10.1044	13.7	-1
1164	chr7	75970715	75972009	.	352	.	2.48406	2.8	-1
1164	chr7	75978907	75990278	.	906	.	10.0022	13	-1
1164	chr7	75993529	75993644	.	752	.	7.91947	2.5	-1
1164	chr7	75993750	75994038	.	649	.	6.5106	9.6	-1
1164	chr7	75994086	75994374	.	690	.	7.06865	12	-1
1164	chr7	76008912	76010029	.	745	.	7.81771	14.8	-1
145	chr7	76021181	76024186	.	626	.	6.20412	14	-1
1165	chr7	76026526	76027627	.	818	.	8.80717	14.5	-1
1165	chr7	76033462	76033562	.	800	.	8.57167	2.4	-1
1165	chr7	76053905	76054101	.	632	.	6.28662	3.8	-1
1165	chr7	76074884	76075099	.	665	.	6.72776	6.3	-1
1165	chr7	76094453	76094556	.	782	.	8.32201	2.3	-1
1165	chr7	76145382	76145750	.	684	.	6.98777	15.4	-1
1166	chr7	76177661	76180791	.	576	.	5.52845	14.9	-1
1166	chr7	76181375	76181827	.	545	.	5.09654	9.5	-1
1166	chr7	76181703	76181858	.	627	.	6.22137	1.6	-1
1166	chr7	76182602	76182770	.	733	.	7.65327	5.9	-1
1166	chr7	76215825	76216498	.	398	.	3.10452	2.1	-1
1166	chr7	76220958	76221251	.	694	.	7.13087	12.6	-1
1166	chr7	76221314	76221505	.	748	.	7.85362	8.3	-1
1166	chr7	76221554	76221730	.	595	.	5.78344	1.6	-1
1166	chr7	76235569	76235785	.	662	.	6.69661	6.2	-1
1166	chr7	76254662	76254781	.	766	.	8.10347	3.2	-1
1166	chr7	76254957	76255085	.	786	.	8.37077	4.5	-1
1166	chr7	76255246	76255464	.	622	.	6.14368	4.5	-1
1166	chr7	76255596	76256089	.	945	.	10.5407	16	-1
1166	chr7	76256716	76257495	.	934	.	10.3845	15.7	-1
1168	chr7	76489268	76489397	.	689	.	7.06	1.9	-1
1168	chr7	76491766	76491866	.	800	.	8.57167	2.4	-1
1168	chr7	76541568	76541839	.	562	.	5.33752	4.1	-1
1168	chr7	76541712	76541849	.	659	.	6.64773	1.5	-1
1168	chr7	76542022	76542240	.	549	.	5.16069	1.6	-1
1169	chr7	76547884	76547993	.	748	.	7.86391	2	-1
1169	chr7	76562222	76562558	.	592	.	5.73995	8.4	-1
1169	chr7	76571556	76571766	.	601	.	5.86751	3.3	-1
1169	chr7	76592430	76592587	.	772	.	8.18949	6.5	-1
1170	chr7	76749679	76753142	.	732	.	7.64222	14.6	-1
1170	chr7	76757104	76757299	.	675	.	6.86832	5.5	-1
1170	chr7	76758014	76758377	.	832	.	9.00261	15.4	-1
1170	chr7	76785906	76788337	.	468	.	4.05488	15.1	-1
1170	chr7	76804364	76804524	.	613	.	6.02695	1.4	-1
1170	chr7	76804932	76805164	.	543	.	5.08019	1.8	-1
1171	chr7	76813132	76843303	.	440	.	3.67203	12.7	-1
1171	chr7	76868353	76868492	.	680	.	6.9375	2.2	-1
1171	chr7	76895550	76896142	.	556	.	5.2487	14.6	-1
1171	chr7	76898731	76899696	.	598	.	5.82918	14.4	-1
1172	chr7	76947618	76970818	.	307	.	1.86582	12.8	-1
1172	chr7	76957218	76958388	.	597	.	5.81518	14.5	-1
1172	chr7	76958662	76958877	.	555	.	5.2327	1.7	-1
1172	chr7	76959319	76960433	.	633	.	6.29987	14.9	-1
1172	chr7	76960787	76961002	.	683	.	6.97694	7.1	-1
1172	chr7	76965104	76965239	.	695	.	7.14305	2.4	-1
1172	chr7	76965264	76965491	.	673	.	6.84412	7.4	-1
1172	chr7	76979584	76983245	.	524	.	4.81439	13.7	-1
1172	chr7	77020554	77020730	.	662	.	6.69661	3.9	-1
1172	chr7	77022074	77023004	.	547	.	5.12687	14.6	-1
1172	chr7	77037290	77037569	.	551	.	5.18448	3.9	-1
1172	chr7	77039613	77039846	.	559	.	5.28831	2.5	-1
1172	chr7	77040105	77040309	.	575	.	5.51486	2	-1
1172	chr7	77041585	77047611	.	848	.	9.21924	14.7	-1
1172	chr7	77054509	77056470	.	590	.	5.70971	14	-1
1172	chr7	77057054	77057894	.	592	.	5.73995	14.8	-1
1173	chr7	77080694	77081613	.	856	.	9.32717	15.7	-1
1173	chr7	77081747	77081913	.	692	.	7.10003	4.3	-1
1173	chr7	77092858	77093202	.	674	.	6.85235	14.4	-1
1173	chr7	77093344	77094573	.	686	.	7.0181	14.7	-1
1173	chr7	77095286	77096358	.	423	.	3.44826	10.3	-1
1173	chr7	77155799	77201091	.	401	.	3.14515	13.5	-1
1173	chr7	77164609	77175419	.	784	.	8.35559	14.6	-1
1173	chr7	77176549	77178578	.	356	.	2.53475	8.3	-1
1173	chr7	77187656	77188031	.	706	.	7.28592	15.4	-1
1173	chr7	77189678	77191399	.	486	.	4.29579	14.3	-1
1173	chr7	77199099	77199241	.	725	.	7.54548	3.8	-1
1173	chr7	77199717	77200083	.	536	.	4.97672	6	-1
1174	chr7	77304617	77304851	.	692	.	7.09727	8.7	-1
1174	chr7	77316743	77316900	.	697	.	7.1658	3.9	-1
1174	chr7	77317630	77318076	.	541	.	5.04498	9	-1
146	chr7	77321773	77334352	.	990	.	11.1413	12.8	-1
1175	chr7	77336538	77338593	.	357	.	2.55482	8.8	-1
1175	chr7	77338200	77338464	.	543	.	5.07319	2.9	-1
1175	chr7	77385855	77393732	.	285	.	1.57787	4.4	-1
1175	chr7	77397063	77397173	.	743	.	7.79242	1.9	-1
146	chr7	77415807	77464934	.	471	.	4.10246	12.4	-1
1175	chr7	77422854	77435094	.	1000	.	11.4937	13.2	-1
1175	chr7	77442733	77442967	.	540	.	5.03677	1.8	-1
1175	chr7	77452617	77454453	.	517	.	4.72702	14.6	-1
1175	chr7	77454858	77454978	.	728	.	7.5895	2.3	-1
1176	chr7	77486237	77489866	.	505	.	4.5616	14.8	-1
1176	chr7	77534652	77538145	.	558	.	5.276	13.6	-1
1176	chr7	77564906	77565343	.	548	.	5.14888	9.3	-1
1177	chr7	77648195	77648300	.	770	.	8.16349	2.2	-1
1177	chr7	77648420	77648595	.	710	.	7.34714	5.6	-1
1177	chr7	77648843	77649753	.	720	.	7.47666	15.1	-1
1180	chr7	78056573	78056948	.	758	.	8.00022	15.4	-1
1183	chr7	78398026	78401085	.	397	.	3.09984	14.6	-1
1193	chr7	79707375	79707956	.	543	.	5.07145	13.8	-1
1193	chr7	79764080	79764730	.	412	.	3.29679	3	-1
1194	chr7	79835432	79837359	.	353	.	2.50211	7.1	-1
1197	chr7	80266449	80268535	.	356	.	2.54253	8.8	-1
1198	chr7	80399974	80400112	.	684	.	6.98777	2.3	-1
1198	chr7	80400230	80400460	.	667	.	6.75485	7.2	-1
1199	chr7	80547872	80548243	.	690	.	7.07567	15.5	-1
1202	chr7	80962825	80963057	.	560	.	5.31111	2.5	-1
1202	chr7	80988162	80988368	.	571	.	5.46132	2	-1
1205	chr7	81305955	81306571	.	406	.	3.21785	2.1	-1
1205	chr7	81316162	81325352	.	283	.	1.54481	4.9	-1
1205	chr7	81372937	81373162	.	678	.	6.90495	7.5	-1
1205	chr7	81380899	81381005	.	765	.	8.08648	2.1	-1
1206	chr7	81397424	81400271	.	484	.	4.27153	13.9	-1
1206	chr7	81406132	81406336	.	691	.	7.09053	6.8	-1
1206	chr7	81432528	81433345	.	396	.	3.08192	3.6	-1
1206	chr7	81468045	81470412	.	378	.	2.82916	15	-1
1206	chr7	81474054	81476999	.	567	.	5.40277	14.6	-1
1206	chr7	81495601	81495807	.	571	.	5.46132	2	-1
1206	chr7	81500166	81504379	.	425	.	3.47149	14.3	-1
1206	chr7	81510927	81518078	.	489	.	4.33768	13.4	-1
1206	chr7	81511889	81512089	.	722	.	7.50021	7.8	-1
1206	chr7	81512472	81514854	.	636	.	6.34238	15.2	-1
1206	chr7	81515555	81515678	.	714	.	7.40439	2.1	-1
1206	chr7	81516216	81516324	.	790	.	8.43277	2.9	-1
1206	chr7	81516222	81517215	.	634	.	6.31222	15.1	-1
1207	chr7	81531812	81532688	.	593	.	5.74869	15.2	-1
1207	chr7	81553915	81554821	.	618	.	6.09052	15.1	-1
1207	chr7	81554953	81555564	.	563	.	5.34852	100	-1
1207	chr7	81585130	81585344	.	612	.	6.00818	3.9	-1
1207	chr7	81586878	81587224	.	545	.	5.10955	5.9	-1
1208	chr7	81709774	81709978	.	595	.	5.77747	2.8	-1
1213	chr7	82345246	82345517	.	737	.	7.70975	13.7	-1
1215	chr7	82593720	82593920	.	603	.	5.89302	2.9	-1
1216	chr7	82791603	82792738	.	638	.	6.37211	15.4	-1
1218	chr7	83086687	83087191	.	561	.	5.31477	12.8	-1
1218	chr7	83096791	83099108	.	399	.	3.12143	14	-1
1218	chr7	83097731	83097845	.	792	.	8.45888	3.5	-1
1218	chr7	83097858	83098132	.	716	.	7.42982	12.7	-1
1219	chr7	83176921	83177659	.	394	.	3.04887	2.5	-1
1219	chr7	83176935	83178023	.	354	.	2.51123	1.7	-1
1221	chr7	83422894	83423024	.	685	.	7.00569	1.8	-1
1221	chr7	83423096	83423712	.	573	.	5.47905	14.6	-1
1221	chr7	83424690	83429334	.	458	.	3.92222	14.4	-1
1224	chr7	83823960	83824273	.	673	.	6.84638	12.5	-1
1224	chr7	83824370	83824591	.	669	.	6.78752	6.8	-1
1225	chr7	83965403	83966260	.	588	.	5.68861	14.8	-1
1226	chr7	84018485	84018690	.	573	.	5.48796	2	-1
1230	chr7	84654429	84655553	.	446	.	3.76536	14.5	-1
1230	chr7	84662918	84663152	.	726	.	7.55515	10.4	-1
1230	chr7	84668822	84669225	.	815	.	8.77373	14.9	-1
1231	chr7	84789453	84790171	.	416	.	3.35763	4.3	-1
1232	chr7	84815292	84816858	.	436	.	3.62626	14.7	-1
1232	chr7	84922511	84922966	.	533	.	4.94519	8.7	-1
1243	chr7	86275193	86275441	.	1000	.	54.653	15.7	-1
1243	chr7	86339775	86340006	.	630	.	6.26177	5.6	-1
1244	chr7	86378513	86378738	.	555	.	5.23824	2.1	-1
1244	chr7	86397069	86399543	.	381	.	2.88003	14	-1
1244	chr7	86412757	86421059	.	463	.	3.99442	13.2	-1
1245	chr7	86556285	86556493	.	586	.	5.66637	2.6	-1
1245	chr7	86557363	86559568	.	581	.	5.5881	14.3	-1
1245	chr7	86557762	86558129	.	717	.	7.44474	15.7	-1
1245	chr7	86558300	86559222	.	755	.	7.9604	15	-1
1245	chr7	86577056	86580078	.	462	.	3.97099	13.5	-1
1245	chr7	86585481	86585651	.	749	.	7.87837	6.7	-1
1245	chr7	86585746	86585947	.	640	.	6.39677	4.4	-1
1245	chr7	86586102	86586341	.	582	.	5.60386	3.8	-1
1245	chr7	86592590	86593782	.	427	.	3.50561	12.8	-1
1245	chr7	86595458	86596478	.	409	.	3.25639	7.6	-1
1245	chr7	86607168	86610198	.	427	.	3.5008	15	-1
1246	chr7	86645215	86645435	.	653	.	6.57486	6	-1
1246	chr7	86656705	86657469	.	593	.	5.74997	14.8	-1
1246	chr7	86661953	86662480	.	431	.	3.55797	2.7	-1
1246	chr7	86687051	86690793	.	720	.	7.47329	13.7	-1
1246	chr7	86705060	86705410	.	564	.	5.35729	7.2	-1
1247	chr7	86770813	86770919	.	765	.	8.08648	2.1	-1
1247	chr7	86772111	86775034	.	490	.	4.36208	14.3	-1
1247	chr7	86779686	86791258	.	1000	.	14.87	13	-1
1247	chr7	86831079	86831207	.	724	.	7.53369	2.7	-1
1247	chr7	86831648	86831761	.	763	.	8.05964	2.6	-1
1247	chr7	86831918	86832213	.	651	.	6.53771	10.1	-1
1247	chr7	86835978	86836084	.	802	.	8.59188	3	-1
1247	chr7	86836227	86836327	.	800	.	8.57167	2.4	-1
1247	chr7	86839342	86851591	.	1000	.	19.3884	13	-1
